Id,label
0,pos
1,pos
2,pos
3,neg
4,neg
5,pos
6,neg
7,pos
8,neg
9,neg
10,neg
11,neg
12,neg
13,pos
14,pos
15,neg
16,pos
17,neg
18,neg
19,pos
20,pos
21,neg
22,pos
23,pos
24,pos
25,pos
26,pos
27,neg
28,neg
29,neg
30,neg
31,pos
32,pos
33,neg
34,neg
35,neg
36,neg
37,pos
38,neg
39,pos
40,pos
41,neg
42,neg
43,pos
44,pos
45,pos
46,neg
47,neg
48,neg
49,neg
50,pos
51,pos
52,neg
53,pos
54,pos
55,pos
56,neg
57,neg
58,pos
59,neg
60,pos
61,neg
62,pos
63,neg
64,pos
65,pos
66,neg
67,pos
68,neg
69,neg
70,neg
71,neg
72,pos
73,neg
74,neg
75,neg
76,neg
77,neg
78,neg
79,pos
80,neg
81,pos
82,neg
83,neg
84,neg
85,neg
86,pos
87,neg
88,pos
89,neg
90,pos
91,pos
92,pos
93,pos
94,neg
95,pos
96,pos
97,neg
98,pos
99,neg
100,neg
101,pos
102,pos
103,neg
104,pos
105,neg
106,neg
107,pos
108,pos
109,pos
110,neg
111,pos
112,pos
113,neg
114,pos
115,pos
116,pos
117,pos
118,pos
119,pos
120,neg
121,neg
122,neg
123,neg
124,neg
125,neg
126,pos
127,neg
128,pos
129,pos
130,pos
131,neg
132,pos
133,pos
134,pos
135,pos
136,neg
137,neg
138,neg
139,neg
140,neg
141,neg
142,neg
143,pos
144,neg
145,pos
146,pos
147,pos
148,pos
149,pos
150,pos
151,pos
152,neg
153,neg
154,neg
155,pos
156,pos
157,pos
158,neg
159,neg
160,pos
161,pos
162,pos
163,pos
164,pos
165,neg
166,pos
167,pos
168,pos
169,neg
170,pos
171,pos
172,neg
173,neg
174,pos
175,pos
176,neg
177,pos
178,neg
179,pos
180,pos
181,pos
182,neg
183,neg
184,neg
185,pos
186,neg
187,neg
188,neg
189,pos
190,neg
191,neg
192,neg
193,pos
194,pos
195,pos
196,neg
197,neg
198,neg
199,pos
200,pos
201,pos
202,pos
203,pos
204,pos
205,neg
206,pos
207,pos
208,pos
209,neg
210,neg
211,neg
212,pos
213,neg
214,neg
215,pos
216,neg
217,neg
218,pos
219,neg
220,neg
221,pos
222,pos
223,neg
224,neg
225,pos
226,pos
227,neg
228,neg
229,neg
230,pos
231,pos
232,pos
233,neg
234,neg
235,pos
236,pos
237,neg
238,neg
239,pos
240,neg
241,pos
242,pos
243,neg
244,pos
245,pos
246,pos
247,pos
248,neg
249,neg
250,pos
251,pos
252,pos
253,pos
254,neg
255,pos
256,pos
257,neg
258,neg
259,neg
260,pos
261,neg
262,neg
263,pos
264,pos
265,neg
266,pos
267,pos
268,pos
269,neg
270,neg
271,pos
272,pos
273,pos
274,pos
275,neg
276,pos
277,pos
278,neg
279,neg
280,pos
281,neg
282,pos
283,neg
284,pos
285,neg
286,pos
287,pos
288,neg
289,pos
290,neg
291,pos
292,pos
293,neg
294,pos
295,neg
296,pos
297,neg
298,neg
299,neg
300,neg
301,neg
302,neg
303,neg
304,pos
305,neg
306,pos
307,pos
308,pos
309,pos
310,pos
311,neg
312,pos
313,pos
314,neg
315,pos
316,pos
317,neg
318,neg
319,pos
320,neg
321,pos
322,pos
323,neg
324,pos
325,pos
326,neg
327,neg
328,neg
329,pos
330,pos
331,pos
332,pos
333,neg
334,pos
335,pos
336,neg
337,neg
338,pos
339,pos
340,pos
341,pos
342,neg
343,neg
344,neg
345,pos
346,pos
347,neg
348,neg
349,neg
350,neg
351,neg
352,pos
353,pos
354,pos
355,pos
356,neg
357,neg
358,pos
359,neg
360,neg
361,pos
362,pos
363,pos
364,pos
365,pos
366,pos
367,neg
368,neg
369,pos
370,neg
371,neg
372,neg
373,pos
374,pos
375,pos
376,neg
377,pos
378,pos
379,neg
380,pos
381,neg
382,neg
383,pos
384,pos
385,pos
386,pos
387,neg
388,neg
389,pos
390,neg
391,neg
392,pos
393,neg
394,pos
395,pos
396,neg
397,pos
398,neg
399,neg
400,neg
401,neg
402,pos
403,neg
404,pos
405,neg
406,neg
407,pos
408,neg
409,pos
410,pos
411,neg
412,pos
413,pos
414,neg
415,pos
416,pos
417,pos
418,pos
419,neg
420,pos
421,neg
422,pos
423,pos
424,pos
425,pos
426,neg
427,neg
428,pos
429,neg
430,neg
431,neg
432,neg
433,pos
434,pos
435,neg
436,neg
437,pos
438,neg
439,pos
440,pos
441,pos
442,neg
443,pos
444,neg
445,pos
446,neg
447,pos
448,pos
449,pos
450,pos
451,pos
452,pos
453,pos
454,neg
455,pos
456,neg
457,neg
458,pos
459,pos
460,neg
461,neg
462,pos
463,neg
464,neg
465,pos
466,pos
467,neg
468,pos
469,neg
470,pos
471,pos
472,pos
473,pos
474,pos
475,pos
476,neg
477,neg
478,neg
479,pos
480,neg
481,pos
482,neg
483,neg
484,pos
485,pos
486,neg
487,pos
488,neg
489,neg
490,pos
491,pos
492,neg
493,neg
494,pos
495,neg
496,neg
497,pos
498,pos
499,neg
500,pos
501,neg
502,pos
503,pos
504,neg
505,pos
506,pos
507,pos
508,neg
509,neg
510,pos
511,neg
512,neg
513,pos
514,pos
515,pos
516,pos
517,pos
518,pos
519,pos
520,pos
521,neg
522,pos
523,neg
524,pos
525,neg
526,neg
527,neg
528,neg
529,pos
530,neg
531,neg
532,neg
533,pos
534,neg
535,pos
536,pos
537,pos
538,neg
539,pos
540,pos
541,neg
542,neg
543,neg
544,neg
545,pos
546,neg
547,pos
548,pos
549,neg
550,pos
551,neg
552,neg
553,pos
554,neg
555,pos
556,neg
557,neg
558,pos
559,pos
560,neg
561,neg
562,neg
563,pos
564,neg
565,neg
566,pos
567,neg
568,pos
569,neg
570,neg
571,neg
572,neg
573,neg
574,neg
575,neg
576,pos
577,neg
578,neg
579,pos
580,pos
581,neg
582,neg
583,pos
584,pos
585,pos
586,neg
587,pos
588,neg
589,neg
590,pos
591,pos
592,pos
593,pos
594,neg
595,pos
596,pos
597,pos
598,pos
599,pos
600,neg
601,pos
602,pos
603,pos
604,pos
605,neg
606,neg
607,pos
608,pos
609,neg
610,neg
611,pos
612,pos
613,neg
614,neg
615,neg
616,pos
617,pos
618,pos
619,neg
620,neg
621,neg
622,neg
623,neg
624,neg
625,pos
626,neg
627,pos
628,pos
629,pos
630,pos
631,pos
632,neg
633,neg
634,pos
635,pos
636,pos
637,neg
638,pos
639,pos
640,pos
641,pos
642,neg
643,pos
644,pos
645,neg
646,pos
647,pos
648,neg
649,pos
650,neg
651,neg
652,pos
653,pos
654,pos
655,neg
656,pos
657,neg
658,neg
659,pos
660,pos
661,neg
662,pos
663,pos
664,pos
665,pos
666,neg
667,pos
668,pos
669,pos
670,pos
671,pos
672,pos
673,neg
674,pos
675,neg
676,neg
677,pos
678,pos
679,neg
680,neg
681,neg
682,pos
683,neg
684,pos
685,neg
686,neg
687,neg
688,neg
689,neg
690,neg
691,pos
692,neg
693,neg
694,pos
695,neg
696,neg
697,neg
698,pos
699,pos
700,pos
701,neg
702,neg
703,neg
704,neg
705,pos
706,neg
707,pos
708,pos
709,neg
710,pos
711,pos
712,neg
713,pos
714,pos
715,pos
716,neg
717,neg
718,neg
719,pos
720,pos
721,neg
722,neg
723,neg
724,neg
725,pos
726,pos
727,pos
728,pos
729,neg
730,neg
731,pos
732,neg
733,neg
734,pos
735,pos
736,pos
737,pos
738,neg
739,pos
740,pos
741,pos
742,neg
743,pos
744,pos
745,neg
746,pos
747,neg
748,neg
749,neg
750,pos
751,pos
752,pos
753,pos
754,neg
755,neg
756,pos
757,neg
758,pos
759,neg
760,pos
761,neg
762,pos
763,pos
764,pos
765,neg
766,neg
767,neg
768,neg
769,pos
770,pos
771,pos
772,pos
773,pos
774,neg
775,pos
776,pos
777,neg
778,pos
779,pos
780,pos
781,pos
782,neg
783,neg
784,pos
785,pos
786,neg
787,neg
788,pos
789,neg
790,pos
791,neg
792,pos
793,neg
794,pos
795,pos
796,pos
797,neg
798,pos
799,pos
800,pos
801,pos
802,neg
803,neg
804,neg
805,neg
806,pos
807,neg
808,pos
809,neg
810,neg
811,neg
812,neg
813,pos
814,pos
815,neg
816,neg
817,pos
818,neg
819,pos
820,neg
821,neg
822,pos
823,pos
824,pos
825,neg
826,pos
827,pos
828,neg
829,neg
830,pos
831,neg
832,neg
833,pos
834,neg
835,neg
836,neg
837,pos
838,neg
839,neg
840,pos
841,pos
842,neg
843,pos
844,pos
845,neg
846,pos
847,pos
848,neg
849,neg
850,neg
851,pos
852,pos
853,pos
854,pos
855,neg
856,neg
857,pos
858,neg
859,neg
860,pos
861,pos
862,pos
863,neg
864,pos
865,pos
866,pos
867,neg
868,neg
869,neg
870,neg
871,neg
872,neg
873,neg
874,neg
875,pos
876,neg
877,pos
878,pos
879,neg
880,neg
881,neg
882,pos
883,neg
884,neg
885,pos
886,neg
887,neg
888,neg
889,pos
890,neg
891,pos
892,pos
893,neg
894,pos
895,neg
896,neg
897,neg
898,neg
899,neg
900,neg
901,pos
902,neg
903,pos
904,neg
905,neg
906,pos
907,neg
908,neg
909,neg
910,neg
911,pos
912,pos
913,pos
914,neg
915,neg
916,neg
917,pos
918,pos
919,neg
920,pos
921,pos
922,neg
923,pos
924,pos
925,neg
926,neg
927,pos
928,pos
929,neg
930,pos
931,neg
932,neg
933,pos
934,neg
935,neg
936,pos
937,neg
938,pos
939,neg
940,pos
941,pos
942,neg
943,pos
944,neg
945,neg
946,pos
947,pos
948,pos
949,neg
950,neg
951,pos
952,neg
953,neg
954,pos
955,pos
956,pos
957,pos
958,pos
959,pos
960,pos
961,neg
962,neg
963,neg
964,neg
965,pos
966,pos
967,neg
968,pos
969,neg
970,pos
971,neg
972,pos
973,pos
974,neg
975,pos
976,neg
977,pos
978,neg
979,pos
980,pos
981,pos
982,neg
983,pos
984,neg
985,pos
986,neg
987,neg
988,pos
989,neg
990,neg
991,pos
992,neg
993,pos
994,pos
995,neg
996,pos
997,pos
998,neg
999,pos
1000,pos
1001,neg
1002,neg
1003,neg
1004,pos
1005,neg
1006,pos
1007,neg
1008,neg
1009,neg
1010,neg
1011,neg
1012,neg
1013,pos
1014,neg
1015,neg
1016,neg
1017,pos
1018,neg
1019,neg
1020,neg
1021,neg
1022,neg
1023,neg
1024,pos
1025,neg
1026,neg
1027,neg
1028,neg
1029,neg
1030,neg
1031,pos
1032,neg
1033,pos
1034,neg
1035,pos
1036,pos
1037,pos
1038,neg
1039,pos
1040,neg
1041,pos
1042,neg
1043,pos
1044,pos
1045,neg
1046,pos
1047,pos
1048,neg
1049,pos
1050,pos
1051,pos
1052,neg
1053,neg
1054,pos
1055,neg
1056,neg
1057,pos
1058,neg
1059,neg
1060,pos
1061,pos
1062,neg
1063,pos
1064,pos
1065,pos
1066,neg
1067,neg
1068,pos
1069,neg
1070,neg
1071,pos
1072,pos
1073,neg
1074,pos
1075,neg
1076,pos
1077,neg
1078,pos
1079,pos
1080,neg
1081,neg
1082,pos
1083,pos
1084,pos
1085,pos
1086,pos
1087,neg
1088,pos
1089,pos
1090,neg
1091,neg
1092,neg
1093,pos
1094,neg
1095,pos
1096,pos
1097,neg
1098,pos
1099,pos
1100,pos
1101,pos
1102,neg
1103,neg
1104,neg
1105,pos
1106,neg
1107,pos
1108,neg
1109,pos
1110,neg
1111,pos
1112,pos
1113,pos
1114,neg
1115,pos
1116,pos
1117,pos
1118,neg
1119,neg
1120,pos
1121,neg
1122,neg
1123,neg
1124,neg
1125,neg
1126,neg
1127,neg
1128,pos
1129,pos
1130,neg
1131,pos
1132,neg
1133,pos
1134,neg
1135,neg
1136,pos
1137,neg
1138,pos
1139,pos
1140,pos
1141,neg
1142,neg
1143,pos
1144,pos
1145,pos
1146,neg
1147,neg
1148,pos
1149,pos
1150,pos
1151,neg
1152,pos
1153,pos
1154,neg
1155,neg
1156,neg
1157,pos
1158,neg
1159,pos
1160,neg
1161,pos
1162,pos
1163,pos
1164,pos
1165,neg
1166,neg
1167,pos
1168,neg
1169,neg
1170,neg
1171,neg
1172,pos
1173,neg
1174,neg
1175,neg
1176,neg
1177,pos
1178,pos
1179,neg
1180,neg
1181,neg
1182,neg
1183,neg
1184,pos
1185,pos
1186,neg
1187,pos
1188,pos
1189,neg
1190,neg
1191,pos
1192,neg
1193,neg
1194,pos
1195,neg
1196,neg
1197,pos
1198,neg
1199,pos
1200,pos
1201,pos
1202,neg
1203,pos
1204,neg
1205,pos
1206,neg
1207,neg
1208,pos
1209,neg
1210,pos
1211,pos
1212,neg
1213,pos
1214,neg
1215,pos
1216,neg
1217,pos
1218,pos
1219,neg
1220,neg
1221,pos
1222,neg
1223,pos
1224,pos
1225,pos
1226,pos
1227,pos
1228,neg
1229,pos
1230,pos
1231,neg
1232,pos
1233,neg
1234,pos
1235,neg
1236,neg
1237,neg
1238,neg
1239,pos
1240,pos
1241,neg
1242,neg
1243,neg
1244,pos
1245,pos
1246,pos
1247,pos
1248,pos
1249,pos
1250,pos
1251,pos
1252,pos
1253,pos
1254,neg
1255,neg
1256,neg
1257,pos
1258,neg
1259,neg
1260,pos
1261,pos
1262,pos
1263,pos
1264,pos
1265,pos
1266,neg
1267,pos
1268,neg
1269,neg
1270,pos
1271,pos
1272,pos
1273,neg
1274,neg
1275,neg
1276,neg
1277,neg
1278,pos
1279,neg
1280,pos
1281,pos
1282,neg
1283,pos
1284,pos
1285,pos
1286,pos
1287,neg
1288,neg
1289,pos
1290,neg
1291,pos
1292,neg
1293,neg
1294,pos
1295,neg
1296,pos
1297,neg
1298,neg
1299,pos
1300,pos
1301,neg
1302,pos
1303,pos
1304,pos
1305,neg
1306,neg
1307,pos
1308,neg
1309,pos
1310,pos
1311,pos
1312,pos
1313,neg
1314,neg
1315,neg
1316,neg
1317,pos
1318,neg
1319,pos
1320,neg
1321,neg
1322,pos
1323,neg
1324,pos
1325,neg
1326,neg
1327,neg
1328,pos
1329,pos
1330,pos
1331,pos
1332,neg
1333,neg
1334,pos
1335,pos
1336,neg
1337,neg
1338,pos
1339,neg
1340,neg
1341,neg
1342,pos
1343,pos
1344,pos
1345,pos
1346,neg
1347,neg
1348,neg
1349,pos
1350,neg
1351,neg
1352,pos
1353,neg
1354,pos
1355,pos
1356,pos
1357,neg
1358,neg
1359,pos
1360,pos
1361,pos
1362,pos
1363,pos
1364,neg
1365,neg
1366,pos
1367,neg
1368,neg
1369,pos
1370,neg
1371,pos
1372,pos
1373,neg
1374,pos
1375,pos
1376,pos
1377,pos
1378,pos
1379,pos
1380,pos
1381,pos
1382,neg
1383,neg
1384,neg
1385,pos
1386,neg
1387,pos
1388,neg
1389,neg
1390,pos
1391,pos
1392,pos
1393,pos
1394,neg
1395,pos
1396,neg
1397,pos
1398,pos
1399,pos
1400,pos
1401,pos
1402,pos
1403,neg
1404,neg
1405,neg
1406,pos
1407,neg
1408,pos
1409,pos
1410,neg
1411,pos
1412,neg
1413,neg
1414,neg
1415,pos
1416,pos
1417,neg
1418,neg
1419,pos
1420,pos
1421,neg
1422,pos
1423,pos
1424,pos
1425,pos
1426,pos
1427,neg
1428,pos
1429,neg
1430,pos
1431,neg
1432,pos
1433,pos
1434,pos
1435,neg
1436,neg
1437,pos
1438,pos
1439,pos
1440,pos
1441,neg
1442,pos
1443,neg
1444,pos
1445,pos
1446,pos
1447,pos
1448,pos
1449,pos
1450,pos
1451,neg
1452,pos
1453,pos
1454,pos
1455,neg
1456,pos
1457,pos
1458,pos
1459,pos
1460,neg
1461,neg
1462,neg
1463,neg
1464,pos
1465,pos
1466,pos
1467,neg
1468,neg
1469,pos
1470,neg
1471,neg
1472,neg
1473,pos
1474,pos
1475,pos
1476,pos
1477,pos
1478,neg
1479,neg
1480,neg
1481,neg
1482,pos
1483,neg
1484,neg
1485,neg
1486,pos
1487,pos
1488,pos
1489,pos
1490,pos
1491,pos
1492,pos
1493,neg
1494,pos
1495,pos
1496,pos
1497,pos
1498,pos
1499,neg
1500,pos
1501,pos
1502,neg
1503,pos
1504,neg
1505,pos
1506,neg
1507,neg
1508,neg
1509,neg
1510,neg
1511,pos
1512,pos
1513,pos
1514,pos
1515,pos
1516,neg
1517,neg
1518,pos
1519,neg
1520,pos
1521,pos
1522,pos
1523,pos
1524,neg
1525,pos
1526,pos
1527,pos
1528,pos
1529,pos
1530,neg
1531,pos
1532,neg
1533,neg
1534,neg
1535,pos
1536,pos
1537,neg
1538,pos
1539,pos
1540,neg
1541,neg
1542,neg
1543,pos
1544,pos
1545,pos
1546,pos
1547,pos
1548,pos
1549,pos
1550,neg
1551,neg
1552,pos
1553,neg
1554,pos
1555,neg
1556,neg
1557,pos
1558,neg
1559,neg
1560,pos
1561,neg
1562,neg
1563,neg
1564,pos
1565,neg
1566,neg
1567,neg
1568,neg
1569,pos
1570,pos
1571,pos
1572,neg
1573,neg
1574,pos
1575,pos
1576,pos
1577,pos
1578,neg
1579,pos
1580,neg
1581,neg
1582,neg
1583,pos
1584,neg
1585,pos
1586,neg
1587,pos
1588,pos
1589,neg
1590,pos
1591,pos
1592,pos
1593,neg
1594,neg
1595,neg
1596,pos
1597,neg
1598,pos
1599,neg
1600,pos
1601,neg
1602,neg
1603,neg
1604,neg
1605,neg
1606,pos
1607,neg
1608,pos
1609,pos
1610,pos
1611,neg
1612,neg
1613,neg
1614,pos
1615,neg
1616,neg
1617,neg
1618,neg
1619,pos
1620,neg
1621,neg
1622,pos
1623,neg
1624,pos
1625,neg
1626,pos
1627,neg
1628,pos
1629,neg
1630,neg
1631,pos
1632,neg
1633,pos
1634,neg
1635,neg
1636,pos
1637,neg
1638,neg
1639,pos
1640,pos
1641,pos
1642,neg
1643,pos
1644,pos
1645,pos
1646,pos
1647,pos
1648,neg
1649,pos
1650,pos
1651,pos
1652,neg
1653,pos
1654,pos
1655,pos
1656,pos
1657,pos
1658,neg
1659,neg
1660,pos
1661,pos
1662,pos
1663,pos
1664,neg
1665,pos
1666,pos
1667,neg
1668,pos
1669,neg
1670,neg
1671,neg
1672,pos
1673,pos
1674,neg
1675,pos
1676,neg
1677,pos
1678,neg
1679,pos
1680,neg
1681,pos
1682,pos
1683,pos
1684,pos
1685,neg
1686,pos
1687,neg
1688,pos
1689,neg
1690,pos
1691,neg
1692,neg
1693,pos
1694,neg
1695,neg
1696,neg
1697,neg
1698,neg
1699,pos
1700,pos
1701,pos
1702,neg
1703,pos
1704,pos
1705,pos
1706,pos
1707,neg
1708,pos
1709,neg
1710,pos
1711,neg
1712,neg
1713,neg
1714,pos
1715,pos
1716,neg
1717,neg
1718,pos
1719,neg
1720,pos
1721,neg
1722,neg
1723,pos
1724,pos
1725,pos
1726,pos
1727,pos
1728,neg
1729,pos
1730,pos
1731,pos
1732,neg
1733,pos
1734,neg
1735,pos
1736,pos
1737,neg
1738,pos
1739,neg
1740,neg
1741,neg
1742,pos
1743,pos
1744,pos
1745,pos
1746,pos
1747,pos
1748,neg
1749,pos
1750,pos
1751,pos
1752,neg
1753,neg
1754,pos
1755,neg
1756,neg
1757,neg
1758,neg
1759,neg
1760,pos
1761,pos
1762,pos
1763,neg
1764,neg
1765,neg
1766,pos
1767,pos
1768,pos
1769,pos
1770,neg
1771,pos
1772,neg
1773,neg
1774,pos
1775,pos
1776,neg
1777,neg
1778,pos
1779,pos
1780,neg
1781,neg
1782,neg
1783,neg
1784,neg
1785,neg
1786,pos
1787,neg
1788,neg
1789,neg
1790,neg
1791,pos
1792,neg
1793,pos
1794,pos
1795,pos
1796,pos
1797,pos
1798,neg
1799,pos
1800,neg
1801,neg
1802,neg
1803,neg
1804,pos
1805,pos
1806,neg
1807,neg
1808,pos
1809,neg
1810,pos
1811,pos
1812,neg
1813,neg
1814,pos
1815,neg
1816,pos
1817,pos
1818,neg
1819,neg
1820,pos
1821,pos
1822,pos
1823,pos
1824,neg
1825,neg
1826,neg
1827,pos
1828,neg
1829,pos
1830,pos
1831,pos
1832,neg
1833,neg
1834,neg
1835,neg
1836,neg
1837,pos
1838,pos
1839,pos
1840,neg
1841,neg
1842,pos
1843,neg
1844,neg
1845,neg
1846,neg
1847,pos
1848,neg
1849,neg
1850,neg
1851,pos
1852,pos
1853,neg
1854,pos
1855,neg
1856,pos
1857,neg
1858,neg
1859,pos
1860,neg
1861,neg
1862,pos
1863,pos
1864,neg
1865,neg
1866,neg
1867,neg
1868,pos
1869,neg
1870,neg
1871,neg
1872,pos
1873,pos
1874,neg
1875,pos
1876,neg
1877,neg
1878,pos
1879,neg
1880,neg
1881,neg
1882,neg
1883,neg
1884,pos
1885,pos
1886,pos
1887,neg
1888,pos
1889,neg
1890,neg
1891,neg
1892,neg
1893,neg
1894,neg
1895,neg
1896,neg
1897,neg
1898,pos
1899,neg
1900,neg
1901,neg
1902,pos
1903,pos
1904,pos
1905,neg
1906,neg
1907,neg
1908,pos
1909,pos
1910,pos
1911,pos
1912,pos
1913,neg
1914,neg
1915,neg
1916,neg
1917,neg
1918,neg
1919,neg
1920,neg
1921,pos
1922,neg
1923,neg
1924,neg
1925,pos
1926,pos
1927,neg
1928,neg
1929,neg
1930,pos
1931,neg
1932,neg
1933,neg
1934,pos
1935,pos
1936,pos
1937,pos
1938,pos
1939,neg
1940,pos
1941,neg
1942,neg
1943,neg
1944,pos
1945,neg
1946,pos
1947,pos
1948,pos
1949,neg
1950,neg
1951,pos
1952,pos
1953,pos
1954,neg
1955,neg
1956,pos
1957,pos
1958,neg
1959,pos
1960,pos
1961,pos
1962,neg
1963,neg
1964,neg
1965,pos
1966,pos
1967,pos
1968,pos
1969,pos
1970,pos
1971,neg
1972,pos
1973,neg
1974,neg
1975,pos
1976,neg
1977,neg
1978,pos
1979,neg
1980,pos
1981,neg
1982,neg
1983,neg
1984,neg
1985,pos
1986,pos
1987,pos
1988,neg
1989,neg
1990,neg
1991,pos
1992,neg
1993,pos
1994,neg
1995,pos
1996,neg
1997,neg
1998,pos
1999,neg
2000,neg
2001,neg
2002,neg
2003,pos
2004,pos
2005,pos
2006,pos
2007,pos
2008,pos
2009,neg
2010,pos
2011,neg
2012,pos
2013,pos
2014,neg
2015,pos
2016,pos
2017,pos
2018,pos
2019,neg
2020,neg
2021,pos
2022,pos
2023,neg
2024,neg
2025,pos
2026,neg
2027,pos
2028,neg
2029,pos
2030,neg
2031,neg
2032,pos
2033,pos
2034,neg
2035,pos
2036,neg
2037,pos
2038,pos
2039,neg
2040,neg
2041,pos
2042,pos
2043,neg
2044,neg
2045,neg
2046,neg
2047,pos
2048,neg
2049,neg
2050,neg
2051,neg
2052,neg
2053,neg
2054,neg
2055,neg
2056,pos
2057,neg
2058,pos
2059,pos
2060,pos
2061,neg
2062,neg
2063,neg
2064,pos
2065,neg
2066,neg
2067,pos
2068,pos
2069,pos
2070,neg
2071,neg
2072,neg
2073,pos
2074,neg
2075,neg
2076,pos
2077,pos
2078,pos
2079,pos
2080,neg
2081,pos
2082,neg
2083,neg
2084,neg
2085,pos
2086,pos
2087,neg
2088,pos
2089,pos
2090,neg
2091,pos
2092,neg
2093,neg
2094,neg
2095,neg
2096,pos
